State,District,Soil Type,Soil pH,Rainfall (mm),Temperature (°C),Fertility,Nearest Seaport,Nearest ICD,Nearest Cargo Airport,Cold Storage (MT),Key Crops / Products,HS Codes,Top Export Products,Export Volume (MT),Top Buyer Countries,Exporters / Processors,AEZ / Cluster,GI Tags,State Incentives,Remarks
Maharashtra,Raigad,"Lateritic, Coastal alluvial",5.0-6.5,3000,25-33,High,JNPT – (~80 km),Navi Mumbai CFS – (~80 km),Mumbai – (~100 km),325000,"Alphonso Mango, Rice, Fish","HS08, HS03","Alphonso mango, Shrimp",385000,"UAE, USA",1285,Raigad Alphonso AEZ,Alphonso Mango,–,Alphonso & marine exports
Maharashtra,Ratnagiri,"Lateritic, Coastal",5.0-6.0,3500,25-33,High,Mormugao – (~280 km),,Goa – (~300 km),225000,"Alphonso Mango, Cashew, Fish","HS08, HS03","Alphonso mango, Cashew kernels",285000,"UAE, USA",985,Ratnagiri-Sindhudurg Alphonso AEZ,Alphonso Mango,–,World-famous Alphonso belt
Maharashtra,Sangli,"Black cotton, Red loamy",7.0-8.5,600,24-36,Very High,Mormugao – (~280 km),Sangli ICD – (~40 km),Kolhapur – (~80 km),325000,"Grapes, Sugarcane, Turmeric, Raisins","HS08, HS17","Raisins, Turmeric",585000,"UAE, Russia",1885,Sangli Grape & Turmeric AEZ,Sangli Raisins,–,Raisin & turmeric capital
Maharashtra,Satara,"Red loamy, Lateritic",5.5-7.5,1000,22-35,High,Mormugao – (~300 km),Pune ICD – (~180 km),Pune – (~200 km),285000,"Sugarcane, Strawberry, Ginger, Maize","HS17, HS07",Sugar,385000,Russia,985,,Mahabaleshwar Strawberry,–,Strawberry & sugar hub
Maharashtra,Sindhudurg,"Lateritic, Coastal",5.0-6.0,3500,25-33,High,Mormugao – (~200 km),,Goa – (~220 km),185000,"Alphonso Mango, Cashew, Kokum, Fish","HS08, HS03","Alphonso mango, Cashew kernels",225000,"UAE, USA",785,Ratnagiri-Sindhudurg Alphonso AEZ,Alphonso Mango,–,Alphonso & kokum hub
Maharashtra,Solapur,"Black cotton, Red loamy",7.0-8.8,650,25-38,High,JNPT – (~420 km),Solapur ICD – (~20 km),Pune – (~280 km),285000,"Pomegranate, Grapes, Onion, Cotton","HS08, HS52","Pomegranate, Cotton yarn",485000,"Netherlands, Bangladesh",1285,Solapur Pomegranate AEZ,,–,Pomegranate & textile hub
Maharashtra,Thane,"Lateritic, Alluvial",5.0-6.5,2500,25-34,High,JNPT – (~60 km),Navi Mumbai CFS – (~60 km),Mumbai – (~80 km),385000,"Rice, Fish, Vegetables, Mango","HS10, HS03","Shrimp, Rice",285000,"USA, Japan",1185,,,–,Rice & marine
Maharashtra,Wardha,Deep black cotton,7.0-8.5,1000,25-38,Very High,JNPT – (~720 km),Wardha ICD – (~20 km),Nagpur – (~100 km),165000,"Cotton, Soybean, Orange","HS52, HS12",Cotton yarn,285000,China,785,Vidarbha Cotton AEZ,,–,Cotton & orange
Maharashtra,Washim,Deep black cotton,7.0-8.5,900,25-38,High,JNPT – (~620 km),Akola ICD – (~100 km),Nagpur – (~280 km),145000,"Cotton, Soybean, Tur","HS52, HS12",Cotton yarn,225000,Bangladesh,585,Vidarbha Cotton AEZ,,–,Cotton hub
Maharashtra,Yavatmal,Deep black cotton,7.0-8.5,1000,25-38,Very High,JNPT – (~680 km),Yavatmal ICD – (~20 km),Nagpur – (~180 km),225000,"Cotton, Soybean, Tur, Orange","HS52, HS12",Cotton yarn,385000,China,985,Yavatmal Cotton AEZ,,–,Cotton & soybean hub
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Manipur,Bishnupur,"Alluvial, Loamy",5.5-6.8,1400,18-30,High,Kolkata – (~1650 km),Moreh ICP – (~220 km),Imphal – (~40 km),28000,"Rice, Pineapple, Passion fruit, Fish","HS10, HS08, HS03","Pineapple, Passion fruit",18000,"Myanmar, Bangladesh",125,,,100% SGST + 90% freight subsidy,Loktak lake fisheries & pineapple hub
Manipur,Chandel,"Red loamy, Lateritic",5.0-6.2,1800,16-30,Medium-High,Kolkata – (~1700 km),Moreh ICP – (~30 km),Imphal – (~120 km),12000,"Pineapple, Passion fruit, Ginger, Kiwi","HS08, HS09","Passion fruit, Pineapple",12000,"Myanmar, UAE",85,Moreh Border Trade Cluster,,Special border-area package,Major trade route to Myanmar
Manipur,Churachandpur,"Red & Yellow, Lateritic",5.0-6.5,1800,16-30,Medium-High,Kolkata – (~1700 km),Moreh ICP – (~180 km),Imphal – (~80 km),18000,"Pineapple, Passion fruit, Ginger, Kiwi","HS08, HS09",Passion fruit,15000,"Myanmar, Bangladesh",98,,,Hill area + 100% freight subsidy,Largest pineapple area
Manipur,Imphal East,"Alluvial valley, Loamy",5.8-7.0,1400,18-30,High,Kolkata – (~1650 km),Imphal CFS – (~20 km),Imphal – (~20 km),48000,"Rice, Pineapple, Passion fruit, Fish","HS10, HS08","Pineapple, Passion fruit",22000,"Myanmar, Nepal",185,,,Capital incentives,Commercial hub
Manipur,Imphal West,"Alluvial valley, Loamy",5.8-7.0,1400,18-30,Very High,Kolkata – (~1650 km),Imphal CFS – (~10 km),Imphal – (~10 km),68000,"Rice, Cabbage, Cauliflower, Fish, King chilli","HS10, HS07","King chilli, Passion fruit",28000,"UAE, Bangladesh",285,,,–,King chilli & vegetable hub
Manipur,Jiribam,"Alluvial, Loamy",6.0-7.0,1600,20-32,High,Kolkata – (~1550 km),,Silchar – (~80 km),15000,"Rice, Pineapple, Fish","HS10, HS08",Pineapple,12000,Bangladesh,68,,,–,Railway connectivity + pineapple
Manipur,Kakching,"Alluvial, Loamy",5.8-6.8,1400,18-30,High,Kolkata – (~1650 km),Moreh ICP – (~180 km),Imphal – (~60 km),22000,"Rice, Pineapple, Passion fruit","HS10, HS08",Pineapple,15000,Myanmar,98,,,–,Pineapple & rice
Manipur,Kamjong,"Red & Yellow, Hill soil",5.0-6.2,1800,14-28,Medium,Kolkata – (~1750 km),Moreh ICP – (~120 km),Imphal – (~180 km),8000,"Kiwi, Passion fruit, Ginger","HS08, HS09",Passion fruit,8000,Myanmar,52,,,Hill package,High-altitude fruits
Manipur,Kangpokpi,"Red & Yellow, Lateritic",5.0-6.5,1700,16-30,Medium-High,Kolkata – (~1700 km),,Imphal – (~80 km),18000,"Pineapple, Passion fruit, Kiwi",HS08,Passion fruit,12000,Myanmar,85,,,–,Pineapple hub
Manipur,Noney,"Red & Yellow, Hill soil",5.0-6.2,1800,14-28,Medium,Kolkata – (~1700 km),,Imphal – (~120 km),12000,"Pineapple, Ginger, Kiwi","HS08, HS09",Pineapple,10000,Myanmar,68,,,–,New district – horticulture focus
Manipur,Pherzawl,"Red & Yellow, Lateritic",5.0-6.5,1800,14-28,Medium,Kolkata – (~1750 km),,Imphal – (~160 km),8000,"Pineapple, Passion fruit, Ginger",HS08,Passion fruit,8000,Myanmar,52,,,–,Remote hill district
Manipur,Senapati,"Red & Yellow, Hill soil",5.0-6.5,1700,14-28,Medium-High,Kolkata – (~1700 km),,Imphal – (~80 km),22000,"Kiwi, Passion fruit, Cabbage, King chilli","HS08, HS07",King chilli,15000,"Bangladesh, UAE",125,,,–,King chilli & kiwi hub
Manipur,Tamenglong,"Red & Yellow, Lateritic",5.0-6.2,2000,2028-12-01 00:00:00,Medium,Kolkata – (~1750 km),,Imphal – (~160 km),12000,"Orange, Passion fruit, Kiwi",HS08,Orange,10000,Myanmar,68,,,–,Orange & passion fruit
Manipur,Tengnoupal,"Red loamy, Lateritic",5.0-6.2,1800,16-30,Medium-High,Kolkata – (~1700 km),Moreh ICP – (~10 km),Imphal – (~120 km),18000,"Pineapple, Passion fruit, Ginger, Kiwi",HS08,Passion fruit,15000,Myanmar,98,Moreh Border Trade Cluster,,Special border package,Gateway to Myanmar trade
Manipur,Thoubal,"Alluvial, Loamy",5.8-6.8,1400,18-30,High,Kolkata – (~1650 km),Moreh ICP – (~160 km),Imphal – (~40 km),32000,"Rice, Pineapple, Passion fruit, Fish","HS10, HS08",Pineapple,22000,Myanmar,165,,,–,Pineapple & fisheries
Manipur,Ukhrul,"Red & Yellow, Hill soil",5.0-6.2,1800,2026-10-01 00:00:00,Medium-High,Kolkata – (~1750 km),,Imphal – (~100 km),22000,"Kiwi, Passion fruit, Cabbage, King chilli","HS08, HS07",King chilli,18000,"Bangladesh, UAE",125,,,–,Famous for Shirui lily & king chilli
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Meghalaya,East Garo Hills,"Red loamy, Lateritic",4.8-6.0,3000,18-30,Medium-High,Kolkata – (~1150 km),Guwahati ICD – (~280 km),Guwahati – (~300 km),18000,"Pineapple, Cashew, Ginger, Arecanut","HS08, HS09","Pineapple, Ginger",28000,"Bangladesh, UAE",145,,,100% SGST + 90% freight subsidy,Major pineapple & cashew belt
Meghalaya,East Jaintia Hills,"Red & Yellow, Lateritic",4.5-5.8,4000+,14-28,Medium,Kolkata – (~1100 km),Guwahati ICD – (~220 km),Shillong – (~140 km),15000,"Ginger, Turmeric, Bay leaf, Pineapple",HS09,"Ginger, Turmeric",32000,"Bangladesh, UAE",185,,,–,Highest ginger & turmeric area
Meghalaya,East Khasi Hills,"Red loamy, Lateritic",4.8-6.0,8000+,2028-12-01 00:00:00,High,Kolkata – (~1050 km),Guwahati ICD – (~120 km),Shillong – (~40 km),58000,"Khasi Mandarin, Pineapple, Strawberry, Ginger, Tea","HS08,09","Khasi Mandarin, Pineapple",55000,"Bangladesh, UAE",385,,Khasi Mandarin,100% SGST + organic support,Wettest region + premium citrus hub
Meghalaya,North Garo Hills,"Red loamy, Lateritic",4.8-6.0,2800,18-30,Medium-High,Kolkata – (~1200 km),Guwahati ICD – (~320 km),Guwahati – (~340 km),16000,"Pineapple, Cashew, Ginger","HS08,09",Pineapple,25000,Bangladesh,135,,,–,Strong pineapple pocket
Meghalaya,Ri-Bhoi,"Red loamy, Alluvial valley",5.0-6.5,2500,16-30,High,Kolkata – (~1050 km),Guwahati ICD – (~80 km),Shillong – (~80 km),38000,"Pineapple, Ginger, Honey, Kiwi, Strawberry","HS08,09","Pineapple, Ginger",42000,"Bangladesh, UAE",225,,,–,Closest to Guwahati market
Meghalaya,South Garo Hills,"Red loamy, Lateritic",4.8-6.0,3000,18-31,Medium-High,Kolkata – (~1250 km),Guwahati ICD – (~380 km),Guwahati – (~400 km),20000,"Cashew, Pineapple, Ginger","HS08,09",Cashew kernels,30000,"UAE, USA",165,,,–,Largest cashew area
Meghalaya,South West Garo Hills,"Red loamy, Lateritic",4.8-6.0,2800,18-31,Medium-High,Kolkata – (~1300 km),Guwahati ICD – (~420 km),Guwahati – (~440 km),18000,"Cashew, Pineapple, Arecanut",HS08,Cashew kernels,28000,UAE,145,,,–,Cashew hub
Meghalaya,South West Khasi Hills,"Red loamy, Lateritic",4.8-6.0,4000+,14-28,Medium-High,Kolkata – (~1150 km),Guwahati ICD – (~200 km),Shillong – (~180 km),25000,"Ginger, Turmeric, Pineapple, Broom grass",HS09,"Ginger, Turmeric",35000,Bangladesh,195,,,–,High-rainfall ginger & turmeric
Meghalaya,West Garo Hills,"Red loamy, Alluvial valley",5.0-6.5,2800,18-32,High,Kolkata – (~1150 km),Guwahati ICD – (~280 km),Guwahati – (~300 km),45000,"Cashew, Pineapple, Ginger, Jackfruit","HS08,09","Cashew kernels, Ginger",48000,"UAE, Bangladesh",285,,,–,Biggest commercial district
Meghalaya,West Jaintia Hills,"Red & Yellow, Lateritic",4.5-5.8,4000+,14-28,Medium-High,Kolkata – (~1100 km),Guwahati ICD – (~220 km),Shillong – (~120 km),32000,"Ginger, Turmeric, Bay leaf, Pineapple",HS09,"Ginger, Bay leaf",38000,"Bangladesh, UAE",225,,,–,Ginger & bay leaf capital
Meghalaya,West Khasi Hills,"Red loamy, Lateritic",4.8-6.0,3200,14-28,High,Kolkata – (~1100 km),Guwahati ICD – (~180 km),Shillong – (~140 km),35000,"Pineapple, Ginger, Potato, Orange","HS08,09","Pineapple, Ginger",42000,"Bangladesh, UAE",245,,,–,Pineapple & orange hub
Meghalaya,Eastern West Khasi Hills,"Red loamy, Lateritic",4.8-6.0,3800,14-28,High,Kolkata – (~1150 km),Guwahati ICD – (~200 km),Shillong – (~160 km),28000,"Pineapple, Ginger, Strawberry","HS08,09",Pineapple,35000,Bangladesh,185,,,–,High-rainfall horticulture district
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Mizoram,Aizawl,"Red loamy, Lateritic",4.8-5.8,2400,16-28,High,Kolkata – (~1550 km),Guwahati ICD – (~620 km),Lengpui – (~40 km),22000,"Passion fruit, Ginger, Kiwi, Anthurium, Bird’s-eye chilli","HS08, HS09, HS06","Passion fruit, Anthurium",18000,"Myanmar, Bangladesh",185,,Mizo Chilli,100% SGST + 90% freight subsidy + floriculture park,Capital + anthurium & passion-fruit hub
Mizoram,Champhai,"Red & Yellow, Lateritic",4.8-5.8,2200,16-29,High,Kolkata – (~1600 km),Guwahati ICD – (~680 km),Lengpui – (~240 km),18000,"Passion fruit, Grape, Orange, Ginger","HS08, HS09","Passion fruit, Grape",22000,Myanmar,225,Champhai Grape Cluster,,Special border package + grape subsidy,Famous Mizoram grapes
Mizoram,Hnahthial,"Red loamy, Lateritic",4.8-5.8,2500,16-28,Medium-High,Kolkata – (~1650 km),Guwahati ICD – (~720 km),Lengpui – (~180 km),8000,"Passion fruit, Ginger, Turmeric","HS08,09",Passion fruit,8000,Myanmar,68,,,–,New district – passion fruit focus
Mizoram,Khawzawl,"Red & Yellow, Lateritic",4.8-5.8,2300,15-28,Medium-High,Kolkata – (~1600 km),Guwahati ICD – (~680 km),Lengpui – (~220 km),10000,"Passion fruit, Kiwi, Ginger",HS08,Passion fruit,12000,Myanmar,85,,,–,Kiwi & passion fruit
Mizoram,Kolasib,"Alluvial valley, Red loamy",5.0-6.5,2400,18-30,High,Kolkata – (~1500 km),Guwahati ICD – (~580 km),Lengpui – (~120 km),25000,"Pineapple, Passion fruit, Anthurium, Banana","HS08, HS06","Pineapple, Anthurium",25000,"Myanmar, Bangladesh",195,,,–,Anthurium & pineapple hub
Mizoram,Lawngtlai,"Red loamy, Lateritic",4.8-5.8,2800,18-31,Medium-High,Kolkata – (~1750 km),Guwahati ICD – (~820 km),Lengpui – (~320 km),12000,"Ginger, Turmeric, Sesame, Passion fruit",HS09,Ginger,15000,Myanmar,125,,,–,Ginger & turmeric belt
Mizoram,Lunglei,"Red loamy, Lateritic",4.8-5.8,2600,16-30,High,Kolkata – (~1650 km),Guwahati ICD – (~720 km),Lengpui – (~200 km),28000,"Passion fruit, Ginger, Bird’s-eye chilli, Anthurium","HS08, HS09","Passion fruit, Anthurium",28000,"Myanmar, Bangladesh",245,,Mizo Chilli,–,Anthurium capital of Mizoram
Mizoram,Mamit,"Red & Yellow, Lateritic",4.8-5.8,2500,16-30,Medium-High,Kolkata – (~1550 km),Guwahati ICD – (~620 km),Lengpui – (~140 km),15000,"Passion fruit, Ginger, Pineapple",HS08,Passion fruit,18000,Myanmar,145,,,–,Passion fruit & ginger
Mizoram,Saiha,"Red loamy, Lateritic",4.8-5.8,2800,18-32,Medium-High,Kolkata – (~1800 km),Guwahati ICD – (~880 km),Lengpui – (~380 km),10000,"Ginger, Turmeric, Sesame",HS09,Ginger,12000,Myanmar,98,,,–,Southernmost – ginger hub
Mizoram,Saitual,"Red loamy, Lateritic",4.8-5.8,2400,16-28,High,Kolkata – (~1600 km),Guwahati ICD – (~680 km),Lengpui – (~180 km),12000,"Passion fruit, Ginger, Anthurium","HS08, HS06",Anthurium,10000,Myanmar,85,,,–,New district – floriculture focus
Mizoram,Serchhip,"Red loamy, Lateritic",4.8-5.8,2400,16-28,High,Kolkata – (~1600 km),Guwahati ICD – (~680 km),Lengpui – (~160 km),18000,"Passion fruit, Ginger, Kiwi, Anthurium","HS08, HS06","Passion fruit, Anthurium",15000,"Myanmar, Bangladesh",125,,,–,Passion fruit & floriculture
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Nagaland,Chümoukedima,"Red loamy, Lateritic",4.8–5.8,2000,18–30,High,Kolkata – (~1350 km),Dimapur ICD – (~20 km),Dimapur – (~30 km),28000,"Pineapple, Kiwi, Passion fruit, Ginger","HS08, HS09","Pineapple, Kiwi",25000,"Myanmar, Bangladesh",225,Dimapur Horti Cluster,,100% SGST + 90% freight subsidy,Commercial hub near Dimapur
Nagaland,Dimapur,"Alluvial, Loamy",5.5–6.8,1800,20–32,Very High,Kolkata – (~1300 km),Dimapur ICD – (~10 km),Dimapur – (~15 km),68000,"Pineapple, Banana, Vegetables, Fish","HS08, HS03","Pineapple, Vegetables",45000,"Myanmar, Bangladesh",585,Dimapur Horti Cluster,,–,Only plains district – largest market
Nagaland,Kiphire,"Red & Yellow, Lateritic",4.5–5.8,1800,14–28,Medium,Kolkata – (~1550 km),Dimapur ICD – (~320 km),Dimapur – (~340 km),8000,"Large cardamom, Kiwi, Ginger","HS09, HS08",Large cardamom,8000,Myanmar,68,,Naga King Chilli (shared),Hill package,Large-cardamom pocket
Nagaland,Kohima,"Red loamy, Hill soil",4.8–6.0,1900,12–28,High,Kolkata – (~1400 km),Dimapur ICD – (~100 km),Dimapur – (~120 km),35000,"Kiwi, Passion fruit, Cabbage, Naga King Chilli, Cabbage","HS08, HS07","Naga King Chilli, Kiwi",22000,"Bangladesh, UAE",285,Kohima Kiwi Cluster,Naga King Chilli,–,Capital + king-chilli & kiwi hub
Nagaland,Longleng,"Red & Yellow, Lateritic",4.8–5.8,1900,14–29,Medium-High,Kolkata – (~1500 km),Dimapur ICD – (~260 km),Dimapur – (~280 km),10000,"Large cardamom, Ginger, Passion fruit",HS09,Large cardamom,12000,Myanmar,98,,Naga King Chilli (shared),–,Large-cardamom area
Nagaland,Mokokchung,"Red loamy, Lateritic",4.8–6.0,2000,16–30,High,Kolkata – (~1450 km),Dimapur ICD – (~180 km),Dimapur – (~200 km),25000,"Coffee, Passion fruit, Orange, Ginger","HS09, HS08","Coffee, Passion fruit",28000,"Myanmar, UAE",225,Mokokchung Coffee Cluster,,–,Coffee & passion-fruit hub
Nagaland,Mon,"Red & Yellow, Lateritic",4.8–5.8,2000,18–31,Medium-High,Kolkata – (~1550 km),Dimapur ICD – (~340 km),Dimapur – (~360 km),12000,"Large cardamom, Ginger, Tea",HS09,Large cardamom,15000,Myanmar,125,,Naga King Chilli (shared),–,Largest cardamom district
Nagaland,Niuland,"Red loamy, Alluvial patches",5.0–6.5,1900,18–30,High,Kolkata – (~1350 km),Dimapur ICD – (~40 km),Dimapur – (~60 km),15000,"Pineapple, Kiwi, Passion fruit",HS08,Pineapple,18000,Myanmar,145,Dimapur Horti Cluster,,–,New district – pineapple focus
Nagaland,Noklak,"Red & Yellow, Lateritic",4.8–5.8,1900,14–29,Medium,Kolkata – (~1600 km),Dimapur ICD – (~380 km),Dimapur – (~400 km),8000,"Large cardamom, Ginger, Kiwi",HS09,Large cardamom,10000,Myanmar,68,,Naga King Chilli (shared),–,Remote high-altitude
Nagaland,Peren,"Red loamy, Lateritic",4.8–6.0,2000,16–30,High,Kolkata – (~1400 km),Dimapur ICD – (~140 km),Dimapur – (~160 km),22000,"Kiwi, Passion fruit, Large cardamom, Pineapple","HS08, HS09","Kiwi, Large cardamom",20000,"Myanmar, Bangladesh",185,Peren Kiwi Cluster,,–,Kiwi capital of Nagaland
Nagaland,Phek,"Red & Yellow, Lateritic",4.8–5.8,1800,14–28,Medium-High,Kolkata – (~1500 km),Dimapur ICD – (~240 km),Dimapur – (~260 km),15000,"Kiwi, Passion fruit, Naga King Chilli","HS08, HS07",Naga King Chilli,15000,Bangladesh,125,,Naga King Chilli,–,King-chilli pocket
Nagaland,Tseminyü,"Red loamy, Lateritic",4.8–6.0,1900,16–29,High,Kolkata – (~1400 km),Dimapur ICD – (~120 km),Dimapur – (~140 km),12000,"Passion fruit, Ginger, Kiwi",HS08,Passion fruit,12000,Myanmar,98,,,–,Passion-fruit area
Nagaland,Tuensang,"Red & Yellow, Lateritic",4.8–5.8,1900,12–28,Medium-High,Kolkata – (~1550 km),Dimapur ICD – (~320 km),Dimapur – (~340 km),12000,"Large cardamom, Ginger, Kiwi",HS09,Large cardamom,15000,Myanmar,125,,Naga King Chilli (shared),–,Large-cardamom & kiwi
Nagaland,Wokha,"Red loamy, Lateritic",4.8–6.0,2000,16–30,High,Kolkata – (~1450 km),Dimapur ICD – (~180 km),Dimapur – (~200 km),22000,"Orange, Passion fruit, Coffee, Large cardamom","HS08, HS09","Orange, Coffee",18000,"Myanmar, UAE",165,Wokha Orange Cluster,,–,Famous for oranges
Nagaland,Zunheboto,"Red loamy, Lateritic",4.8–6.0,1900,16–30,High,Kolkata – (~1450 km),Dimapur ICD – (~220 km),Dimapur – (~240 km),20000,"Coffee, Passion fruit, Large cardamom, Ginger",HS09,Coffee,15000,Myanmar,145,Zunheboto Coffee Cluster,,–,Coffee & passion-fruit hub
Nagaland,Shamator,"Red & Yellow, Lateritic",4.8–5.8,1900,14–29,Medium-High,Kolkata – (~1600 km),Dimapur ICD – (~380 km),Dimapur – (~400 km),10000,"Large cardamom, Ginger, Kiwi",HS09,Large cardamom,12000,Myanmar,85,,Naga King Chilli (shared),–,New district – cardamom focus
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Odisha,Angul,"Red loamy, Lateritic",5.5-6.8,1400,24-36,Medium-High,Paradip – (~220 km),,Bhubaneswar – (~160 km),85000,"Rice, Pulses, Turmeric","HS10, HS09",Turmeric,68000,Bangladesh,225,,,–,Turmeric pocket
Odisha,Balangir,"Red & Yellow, Lateritic",5.5-6.8,1300,24-37,High,Paradip – (~420 km),,Bhubaneswar – (~320 km),125000,"Rice, Cotton, Pulses","HS10, HS52",Rice,185000,Bangladesh,485,,,–,Rice & cotton hub
Odisha,Balasore,"Alluvial, Coastal sandy",6.0-7.5,1600,24-34,High,Paradip – (~180 km),Balasore CFS – (~20 km),Bhubaneswar – (~220 km),185000,"Rice, Groundnut, Fish, Betel leaf","HS10, HS03","Shrimp, Rice",225000,"Japan, USA",685,Odisha Marine AEZ,,–,Marine & betel leaf
Odisha,Bargarh,"Red & Yellow, Alluvial",6.0-7.5,1400,24-37,Very High,Paradip – (~420 km),,Bhubaneswar – (~320 km),225000,"Paddy (highest in state), Pulses",HS10,Rice,985000,"Vietnam, Bangladesh",1285,Bargarh Rice Cluster,,–,Rice bowl of Odisha
Odisha,Bhadrak,"Alluvial, Deltaic",6.5-7.8,1600,24-34,Very High,Paradip – (~140 km),,Bhubaneswar – (~180 km),165000,"Rice, Fish, Betel leaf","HS10, HS03",Shrimp,185000,USA,585,Odisha Marine AEZ,,–,Shrimp & rice
Odisha,Boudh,"Red loamy, Lateritic",5.5-6.8,1400,24-36,High,Paradip – (~320 km),,Bhubaneswar – (~220 km),68000,"Rice, Pulses",HS10,Rice,125000,Bangladesh,285,,,–,Rice area
Odisha,Cuttack,"Deltaic alluvial, Clayey",6.5-7.8,1600,25-35,Very High,Paradip – (~100 km),Cuttack CFS – (~30 km),Bhubaneswar – (~40 km),285000,"Rice, Vegetables, Fish, Betel leaf","HS10, HS03","Rice, Shrimp",325000,"Vietnam, USA",985,Odisha Rice AEZ,,–,Oldest rice & vegetable market
Odisha,Deogarh,"Red loamy, Lateritic",5.5-6.8,1400,23-36,Medium-High,Paradip – (~320 km),,Bhubaneswar – (~260 km),48000,"Rice, Pulses",HS10,Rice,85000,Bangladesh,185,,,–,Forest-rich
Odisha,Dhenkanal,"Red loamy, Lateritic",5.5-6.8,1400,24-36,High,Paradip – (~220 km),,Bhubaneswar – (~100 km),125000,"Rice, Pulses, Mango","HS10, HS08",Rice,165000,Bangladesh,425,,,–,Mango pocket
Odisha,Gajapati,"Red lateritic, Hilly",5.0-6.5,1400,22-35,Medium-High,Paradip – (~380 km),,Bhubaneswar – (~280 km),68000,"Turmeric, Ginger, Pineapple","HS09, HS08",Turmeric,48000,Bangladesh,225,Gajapati Turmeric Cluster,Kandhamal Haldi,–,Famous Kandhamal turmeric area
Odisha,Ganjam,"Red lateritic, Coastal alluvial",5.5-7.5,1300,25-35,High,Gopalpur – (~30 km),,Bhubaneswar – (~180 km),185000,"Rice, Cashew, Coconut, Shrimp","HS10, HS08, HS03","Cashew kernels, Shrimp",225000,"USA, Japan",785,Ganjam Cashew AEZ,Ganjam Kewda Rooh,–,Cashew & shrimp hub
Odisha,Jagatsinghpur,"Deltaic alluvial, Saline patches",6.5-7.8,1600,25-35,Very High,Paradip – (~60 km),,Bhubaneswar – (~100 km),225000,"Rice, Betel leaf, Fish","HS10, HS03",Shrimp,285000,USA,885,Odisha Marine AEZ,,–,Shrimp & betel leaf
Odisha,Jajpur,"Alluvial, Red loamy",6.0-7.5,1600,24-35,High,Paradip – (~120 km),,Bhubaneswar – (~120 km),165000,"Rice, Pulses, Vegetables",HS10,Rice,185000,Bangladesh,485,,,–,Industrial + rice
Odisha,Jharsuguda,"Red loamy, Lateritic",5.5-6.8,1400,24-37,Medium-High,Paradip – (~420 km),,Bhubaneswar – (~340 km),85000,"Rice, Pulses",HS10,Rice,125000,Bangladesh,325,,,–,Industrial belt
